index,station_name,east_m,north_m
71,C163,366.598582653405,-250.256983471289
72,C164,238.764363757267,-378.177145467528
73,C165,473.190499362345,16.953880432961
74,C166,101.484437219872,419.300941709048
75,C167,168.481630665876,-332.413188646829
76,C168,-382.368543173573,125.990338538576
77,C169,378.244898410919,-151.801980660285
78,C17,81.003367314431,101.174988321436
79,C170,-396.189170634879,169.980709886086
80,C171,198.702944885659,-362.220664425446
81,C172,155.955399167850,-385.045650944181
82,C173,12.406765672440,-480.006096180161
83,C174,320.049251327254,-250.902142713563
84,C175,-197.760188583640,409.438342105429
85,C176,-354.237239666592,229.373587530435
86,C177,-115.435786982963,-414.298374139203
87,C178,-369.142639839829,-19.609538179389
88,C179,2.863100759577,426.282862999763
89,C18,157.551775061989,73.140447959165
90,C180,369.902573650244,149.925205009745
91,C181,375.964557907974,73.468590952379
92,C182,-348.568401882942,162.114879212920
93,C183,264.528540781122,400.905354009921
94,C184,-241.785667605616,-405.768151914112
95,C185,-291.693440168668,-268.478920671115
96,C186,-374.811094645520,70.476408441639
97,C187,391.766515253106,-100.277870634490
98,C188,430.441357949201,2.439623791308
99,C189,408.476992659201,167.763700829364
100,C19,-42.568565727924,-69.467550044578
101,C190,460.466754797221,73.575945365994
102,C191,48.392833844151,-381.388483838941
103,C192,-337.619970073346,-311.584084033924
104,C193,-83.729330677798,451.324669570586
105,C194,-245.366133004761,-334.519505650147
106,C195,237.883741164815,367.552781648495
107,C196,297.035308791120,302.285789915430
108,C197,10.418762220075,-361.443078272169
109,C198,432.328066795045,-65.596485751571
110,C199,-384.858695949749,271.590317259626
111,C2,-82.235448521677,119.236806025944
112,C20,37.122615312337,-18.568454398812
113,C200,285.693478800988,-70.799900468219
114,C201,-118.317576757833,-468.483385141712
115,C202,-83.922241712562,-366.097165410967
116,C203,-467.065166966284,3.767542339438
117,C204,95.911093775226,-463.939780659097
118,C205,-405.528501993490,17.288497926040
119,C206,105.355912848766,-375.737598908617
120,C207,171.773535262776,479.468584482838
121,C208,124.649575466846,495.757250948433
122,C209,177.837090241966,418.968183529630
123,C21,167.193940818518,16.961314584434
124,C210,137.970470731625,395.920785524442
125,C211,138.865701618377,449.772259683292
126,C212,261.447484079862,444.230529353646
127,C213,-495.493887118678,-88.425111890306
128,C214,-414.969909890952,-90.638439443178
129,C215,-481.975451425905,-36.455859039341
130,C216,-501.655365719508,-143.274299565925
131,C217,-533.070868020987,-111.695864651641
132,C218,-447.080895890146,-62.383205702754
133,C219,363.922948605597,-392.031510251903
134,C22,194.830339501293,-56.392917555195
135,C220,321.673728277659,-368.427534848637
136,C221,342.285891596757,-301.295853531909
137,C222,286.183561712964,-392.804681865324
138,C223,358.556108207997,-344.273068993823
139,C224,275.944867655152,-350.254545067198
140,C23,88.839852060315,-123.993760171267
141,C24,-59.569351848158,158.019193084072
142,C25,125.342730589832,162.894509900856
143,C26,-94.364686104632,184.058404021720
144,C27,3.161580657753,173.531836178366
145,C28,29.306452780457,-183.930300547583
146,C29,-52.609447303806,-121.435286675364
147,C3,70.364643232771,-47.638166879957
148,C30,75.336762403988,148.600804760830
149,C31,112.515336818776,-84.980122915994
150,C32,68.875559803239,227.716327070953
151,C33,-67.023360826265,-170.744709106372
152,C34,202.784963909757,70.369326456099
153,C35,-87.006389685658,-74.786535954581
154,C36,-143.572001105589,-119.662794459344
155,C37,73.546150148490,10.646133139242
156,C38,-136.415640032323,-11.737574265266
157,C39,74.638834463804,-187.698068961465
158,C4,-133.730219438343,-55.838367560999
159,C40,-220.223086247731,76.795604544701
160,C41,-102.415855972517,14.967374265362
161,C42,213.521566368612,29.259935924681
162,C43,-210.776113550540,-66.255167330272
163,C44,67.581780598160,53.417414103566
164,C45,-69.508564044769,-212.851024930352
165,C46,-179.761372559684,108.376767492420
166,C47,165.004856541512,-130.855094287494
167,C48,-182.841095741442,-28.247899249503
168,C49,13.400885550674,220.292852594887
169,C5,1.471326181551,5.549496540971
170,C50,200.992564111831,-107.918517603046
171,C51,51.378174961969,188.602197290055
172,C52,-22.884908588069,-158.001846646975
173,C53,-120.012876389146,93.640356348307
174,C54,126.335481475376,27.155663432972
175,C55,226.941302898326,-17.278875910899
176,C56,-170.711590111329,-87.530024533311
177,C57,44.715460342011,-133.735308665965
178,C58,-103.210280087811,-139.829709315632
179,C59,-26.045844123355,-26.165728075741
180,C6,-31.634168108498,199.349953916407
181,C60,150.889897271806,-42.209055951825
182,C61,-145.559948081156,-169.304406178716
183,C62,-109.671580464687,-192.352321752280
184,C63,-86.807480518354,-30.130832247745
185,C64,-136.615894447724,167.215194149030
186,C65,-69.511763878658,223.838183392360
187,C66,-9.364061059497,-219.056369615823
188,C67,-169.918311131815,15.963996904083
189,C68,118.284389328811,208.102916809444
190,C69,127.429237664304,113.585482543262
191,C7,33.184449786341,132.754847527767
192,C70,-23.580696490404,135.636400368253
193,C71,161.427177966290,-87.751074070258
194,C72,194.235871270359,113.916755826842
195,C73,44.119335526713,-223.710658119982
196,C74,-198.944818705820,-119.109848201765
197,C75,112.814510798012,-23.483028275064
198,C76,221.073428454936,-184.042999072061
199,C77,227.036815221368,-226.261046092381
200,C78,-214.559049425754,268.492164217479
201,C79,100.519540426776,-240.987632452443
202,C8,9.026307184151,-51.295062282623
203,C80,-320.333288645490,110.590398396009
204,C81,90.643472085222,-331.968621352489
205,C82,-150.727673354655,-246.094317322003
206,C83,321.985677377858,158.902088730293
207,C84,-187.311721884029,-218.393023604152
208,C85,228.436265550403,199.680892534335
209,C86,-96.747021481134,-273.905938407540
210,C87,-262.071917817202,-94.179583214894
211,C88,57.208579907390,-282.668452110667
212,C89,-167.435897222756,236.137258213281
213,C9,111.920356180006,66.714173626127
214,C90,-331.168103882901,63.164201967229
215,C91,-188.106716393366,-271.580441319998
216,C92,-306.115598894036,20.725695695395
217,C93,-136.220224542547,322.788303309560
218,C94,318.896030203227,-143.268075978517
219,C95,-266.548964852240,62.722184723048
220,C96,-292.499630156149,182.947268443094
221,C97,107.747063390809,253.090647121372
222,C98,301.999961929483,58.178870681609
223,C99,99.261472153526,-290.543282251974
224,E1-1,-191.101237627533,575.537603062092
225,E1-2,-235.542333117637,600.801317014420
226,E1-3,-194.184439807812,627.948829441662
227,E1-4,-262.982466492354,632.712481803767
228,E1-5,-165.054931473730,661.080671023210
229,E1-6,-231.169693599851,695.540666379056
230,E10-1,6984.215192166800,-4114.207065836951
231,E10-2,6940.002014710250,-4093.129281219480
232,E10-3,7049.524628275743,-4087.650449184280
233,E10-4,6987.232998934416,-4049.940474802831
234,E10-5,6953.662563762661,-4011.139378209614
235,E10-6,7036.451739491433,-4005.755898102441
236,E11-1,9911.181205647870,-3785.525448918564
237,E11-2,9849.172720819646,-3775.281628301824
238,E11-3,9875.446839519935,-3729.317601043418
239,E11-4,9951.942855379175,-3731.164569879134
240,E11-5,9851.822111297122,-3692.733043994303
241,E11-6,9917.091110446981,-3690.913611598228
242,E12-1,9472.782590784684,-9704.422343717095
243,E12-2,9423.836427810709,-9668.373047373932
244,E12-3,9359.769484683318,-9661.233635944995
245,E12-4,9463.891696030245,-9639.371440537070
246,E12-5,9419.900096285946,-9619.281595214143
247,E12-6,9373.906993304721,-9618.250534723064
248,E13-1,17349.931476910671,1365.974650951613
249,E13-2,17256.872834481434,1369.205597940028
250,E13-3,17306.999348339836,1381.104187215808
251,E13-4,17259.021387475244,1414.190290190080
252,E13-5,17333.996069530273,1419.073642063112
253,E13-6,17300.026771755398,1444.163173619740
254,E14-1,22752.850967324983,4269.299492453222
255,E14-2,22690.875720119897,4314.509180341178
256,E14-3,22732.793572198396,4318.496364842660
257,E14-4,22798.913043683951,4335.257372235776
258,E14-5,22718.036007078557,4376.401295107360
259,E14-6,22785.488299850986,4375.073605178689
260,E15-1,28172.547438538248,-7573.548646857009
261,E15-2,28092.337007937269,-7543.784432400079
262,E15-3,28217.656604429849,-7521.867738879363
263,E15-4,28144.100900229387,-7498.689856269124
264,E15-5,28188.030862940723,-7492.028249093167
265,E15-6,28094.639649265479,-7491.266801314876
266,E16-1,42777.785378674031,-14222.261863302352
267,E16-2,42727.906667847019,-14202.036626047444
268,E16-3,42847.099992626900,-14192.246456660641
269,E16-4,42751.476511950030,-14162.446401587214
270,E16-5,42795.606851550183,-14150.407534737198
271,E16-6,42752.711254465015,-14120.453830702718
272,E2-1,-780.246492792804,463.710473510769
273,E2-2,-830.256132708713,502.379490024062
274,E2-3,-701.511541952531,518.010832790449
275,E2-4,-768.419009824813,519.336446331048
276,E2-5,-818.230391956273,554.348483205521
277,E2-6,-736.707032258942,559.671737460140
278,E3-1,-1298.447591702039,-132.360704882536
279,E3-2,-1253.911148511117,-126.151516137876
280,E3-3,-1347.363115542674,-93.362528822241
281,E3-4,-1262.664091079531,-78.172800259069
282,E3-5,-1305.810295201052,-72.747356597149
283,E3-6,-1293.686073281222,-32.412781292684
284,E4-1,-1408.872620917472,-1214.955277449558
285,E4-2,-1363.148113864017,-1204.645546577913
286,E4-3,-1358.183303659060,-1157.440614457984
287,E4-4,-1312.656490191610,-1148.571102001853
288,E4-5,-1423.892218817095,-1137.170755788836
289,E4-6,-1387.316662055077,-1090.738773830500
290,E5-1,-568.072570019897,-2138.243953098665
291,E5-2,-504.161331322260,-2102.339495039806
292,E5-3,-571.752009156851,-2095.028696850705
293,E5-4,-620.159491766587,-2079.850972653548
294,E5-5,-531.696579627129,-2053.253404843943
295,E5-6,-564.996334501858,-2014.361218942364
296,E6-1,683.187487183063,-2756.325397664410
297,E6-2,729.206644431932,-2739.374320949766
298,E6-3,691.737775932063,-2707.602466268537
299,E6-4,761.321350304827,-2697.207063760806
300,E6-5,646.217845115921,-2685.771136897890
301,E6-6,734.388933033361,-2660.196409786297
302,E7-1,2641.402777227237,-2647.584947058549
303,E7-2,2677.300597483619,-2617.605964303242
304,E7-3,2614.269215442853,-2604.640173211349
305,E7-4,2722.371641024499,-2624.717696129167
306,E7-5,2608.559463286615,-2557.832369264448
307,E7-6,2657.460786029844,-2564.268186746589
308,E8-1,4661.243940926040,-1292.153681006738
309,E8-2,4720.994014821998,-1268.906920541157
310,E8-3,4611.156546577799,-1260.333402259384
311,E8-4,4707.095643224911,-1221.586693202380
312,E8-5,4661.669468822197,-1216.584197120666
313,E8-6,4606.205299354897,-1208.584720173627
314,E9-1,6127.786155697479,1584.741176676368
315,E9-2,6170.060840620146,1619.957900630699
316,E9-3,6124.433732005928,1640.367721212238
317,E9-4,6215.655317719558,1646.640613351698
318,E9-5,6174.260834105591,1571.445021710243
319,E9-6,6217.860003546233,1596.292594113510
320,N1-1,-497.600314076841,-535.162656169542
321,N1-2,-420.214914969851,-546.092130904822
322,N1-3,-378.264075159702,-533.127151767939
323,N1-4,-467.571437017435,-492.342144038261
324,N1-5,-402.421336784780,-497.780456410314
325,N1-6,-489.918731193260,-429.939702059300
326,N10-1,-149.137388402447,8154.897303738652
327,N10-2,-191.514705870199,8161.212130118243
328,N10-3,-230.012741780565,8179.715496366140
329,N10-4,-142.571926140059,8202.211227793332
330,N10-5,-183.358338378804,8217.280029162561
331,N10-6,-215.390678697072,8249.191569084380
332,N11-1,4054.636819310881,11379.468928869534
333,N11-2,4011.656874635598,11395.992661895107
334,N11-3,4061.219119169590,11424.564078912848
335,N11-4,4021.023745242648,11439.092762924773
336,N11-5,4102.918077365219,11445.160442039572
337,N11-6,4049.698200020262,11491.826687934958
338,N12-1,-3964.636982062249,12373.412236047690
339,N12-2,-3874.084338602868,12381.639734725355
340,N12-3,-3925.837341853394,12403.896182469736
341,N12-4,-3880.769738990972,12441.472521006526
342,N12-5,-3984.362805330245,12445.540543869371
343,N12-6,-3923.064931506452,12450.545833619959
344,N13-1,-9106.668596716334,14569.921552113767
345,N13-2,-9060.594911935770,14581.810454813858
346,N13-3,-9131.574542860133,14604.031312941623
347,N13-4,-9084.516200959395,14628.886289677474
348,N13-5,-9128.526240809613,14655.003483749930
349,N13-6,-9081.359074293414,14670.837579188352
350,N14-1,-13803.263979709085,18054.055148598800
351,N14-2,-13764.160537115755,18073.931183017230
352,N14-3,-13797.152128536731,18110.017175016044
353,N14-4,-13841.158851464512,18113.071658933542
354,N14-5,-13770.016945238422,18150.047229341784
355,N14-6,-13834.045013813085,18162.165579402412
356,N15-1,-7789.336498979574,26522.884263724802
357,N15-2,-7729.773666368657,26541.092939915408
358,N15-3,-7826.423065562487,26567.181274673345
359,N15-4,-7779.605332973984,26575.963648417091
360,N15-5,-7741.884389363245,26595.136801877175
361,N15-6,-7823.466063559268,26619.149011925521
362,N16-1,-10521.498047766205,36153.772791918687
363,N16-2,-10444.456701181298,36181.648763113204
364,N16-3,-10508.379663320706,36203.754014162187
365,N16-4,-10455.358668929712,36224.629842568233
366,N16-5,-10549.376734467023,36230.865697542999
367,N16-6,-10505.327013951186,36249.738904630540
368,N2-1,-27.655092420198,-966.781081851698
369,N2-2,-117.120573177793,-969.662360450852
370,N2-3,-76.562121533104,-948.498123344874
371,N2-4,-116.523917166234,-925.782813814924
372,N2-5,-28.351115046949,-908.939876994233
373,N2-6,-80.539432096851,-894.867739089396
374,N3-1,758.140910222227,-1117.722841391858
375,N3-2,710.227997554456,-1121.155488426370
376,N3-3,663.806631311457,-1095.001581194193
377,N3-4,731.204461140773,-1080.711229212994
378,N3-5,674.048320008606,-1045.915557904831
379,N3-6,735.183772595602,-1022.759580911855
380,N4-1,1689.852427962398,-646.253270700262
381,N4-2,1657.052683660272,-610.126158327692
382,N4-3,1713.518153255000,-598.277561882479
383,N4-4,1636.381811426700,-566.244053880610
384,N4-5,1711.636567649333,-553.399844984130
385,N4-6,1667.006642364840,-518.268237977805
386,N5-1,2044.806987486137,476.309919063668
387,N5-2,2093.423727583934,486.939599790723
388,N5-3,2019.462495342333,515.650672052648
389,N5-4,2065.296044577555,531.709967502703
390,N5-5,2123.460250872789,556.410323096951
391,N5-6,2059.040356682676,573.817597342361
392,N6-1,1971.899401944500,1978.856443701962
393,N6-2,2038.815324763295,1981.394633025115
394,N6-3,1996.365837539499,2020.626934787117
395,N6-4,1952.318925688186,2023.846987571068
396,N6-5,2041.905368162864,2028.708211922813
397,N6-6,2004.826156428192,2073.258955984363
398,N7-1,943.778683664875,3525.062316547580
399,N7-2,900.722276605024,3545.010046197518
400,N7-3,991.312425124073,3536.582556211530
401,N7-4,1015.381002607885,3573.700666681592
402,N7-5,972.721588209484,3589.770917381681
403,N7-6,932.050974892593,3604.178678635240
404,N8-1,-1286.405891179740,4625.665129069566
405,N8-2,-1202.970584809203,4659.690936785048
406,N8-3,-1308.786583303364,4666.328683238869
407,N8-4,-1259.460705130695,4684.062359836716
408,N8-5,-1297.950198195990,4708.214427463273
409,N8-6,-1225.849705901944,4722.958750009700
410,N9-1,-4482.364032417186,4448.306998791715
411,N9-2,-4451.944778249763,4482.224831166068
412,N9-3,-4542.246366838732,4488.951927601397
413,N9-4,-4494.714694056223,4501.711674556034
414,N9-5,-4467.679335140007,4542.940952556442
415,N9-6,-4529.836014211885,4546.685686140255
416,S1-1,667.720673984884,-173.067384745353
417,S1-2,629.647814981972,-139.490665933441
418,S1-3,586.801135106845,-131.621666538623
419,S1-4,671.203023443407,-128.966991477363
420,S1-5,642.077917257543,-80.432132386139
421,S1-6,685.821057163279,-71.015012089398
422,S10-1,-7027.725369110821,-4363.757646843398
423,S10-2,-7007.475152420550,-4322.192851819915
424,S10-3,-6962.755990211180,-4318.179152911473
425,S10-4,-7044.754329805866,-4299.498516352681
426,S10-5,-7001.244916315464,-4264.903072591417
427,S10-6,-7057.101250838765,-4256.733640578444
428,S11-1,-9747.281762842991,-8324.237177905177
429,S11-2,-9704.257638905267,-8321.316105614662
430,S11-3,-9682.175349352619,-8282.339978726299
431,S11-4,-9815.238062499982,-8284.890179836715
432,S11-5,-9757.184941286747,-8269.991695238472
433,S11-6,-9714.143740855718,-8233.847821344523
434,S12-1,-14169.667296566578,-4533.402572145656
435,S12-2,-14229.014327394027,-4515.962617868217
436,S12-3,-14272.263333558329,-4499.501367233280
437,S12-4,-14198.241071891312,-4486.785207040116
438,S12-5,-14225.516092512704,-4446.704309335056
439,S12-6,-14181.607838425563,-4431.474296751901
440,S13-1,-10901.207173424900,-13873.137843997429
441,S13-2,-10943.021678229814,-13864.309518348986
442,S13-3,-10901.644928483411,-13827.263991534328
443,S13-4,-10965.809423218036,-13809.699492561334
444,S13-5,-10863.044595297231,-13792.658908852985
445,S13-6,-10928.291295823085,-13788.724781930398
446,S14-1,-6651.418926110638,-20784.125175695950
447,S14-2,-6682.203436639800,-20750.344447761625
448,S14-3,-6629.808212672963,-20735.137041313123
449,S14-4,-6588.130749817381,-20721.597997732591
450,S14-5,-6689.075942870376,-20705.581933770700
451,S14-6,-6632.425293047529,-20667.101927151300
452,S15-1,-25603.455394711822,-13277.306418575285
453,S15-2,-25658.838586191596,-13242.957250975047
454,S15-3,-25604.439655141534,-13232.652632712914
455,S15-4,-25556.709087813717,-13214.604253294148
456,S15-5,-25667.962995921749,-13200.315095100768
457,S15-6,-25725.825389736096,-13224.594162155892
458,S16-1,-28259.595913986046,-26086.976869052047
459,S16-2,-28314.594336430629,-26070.145772619828
460,S16-3,-28215.117575874188,-26058.843594904887
461,S16-4,-28262.802532168767,-26029.141647519395
462,S16-5,-28330.062481486922,-26029.957191607307
463,S16-6,-28286.591594593196,-25994.290121827464
464,S2-1,918.030273620035,387.891914096948
465,S2-2,832.584438943416,324.038606795699
466,S2-3,786.091291817800,360.063006639277
467,S2-4,744.048451056116,463.666548607288
468,S2-5,876.043898971321,430.795050504365
469,S2-6,861.259584524533,483.298079224972
470,S3-1,627.533696243978,1102.187482768019
471,S3-2,588.661857921538,1151.608773844634
472,S3-3,526.921358929828,1160.919354336361
473,S3-4,643.941669211610,1167.230358503809
474,S3-5,548.596859560783,1201.252300147519
475,S3-6,599.899708381183,1212.995553960081
476,S4-1,-293.529067582282,1715.956951836185
477,S4-2,-353.284434368095,1724.819677434503
478,S4-3,-259.426075244560,1747.093770846158
479,S4-4,-313.813369691006,1769.808789784894
480,S4-5,-291.145202748395,1807.039482773633
481,S4-6,-355.176627255452,1808.810920501234
482,S5-1,-1524.006869110134,1454.142492855331
483,S5-2,-1532.266130948682,1508.326044466731
484,S5-3,-1460.383911992650,1531.603301244984
485,S5-4,-1577.010983051593,1535.911294838060
486,S5-5,-1505.226338743864,1543.233546161803
487,S5-6,-1552.954703012280,1571.815795954534
488,S6-1,-2736.824367822458,683.720918440040
489,S6-2,-2676.973637757045,682.736550602108
490,S6-3,-2706.805975021936,713.977787292816
491,S6-4,-2657.898563132868,747.229965469569
492,S6-5,-2755.132043271263,750.865815115775
493,S6-6,-2701.946803466480,771.155290770037
494,S7-1,-3561.434943012273,-1005.130643246813
495,S7-2,-3615.122886110321,-971.349927003893
496,S7-3,-3520.689383530349,-963.898878956242
497,S7-4,-3561.055487439211,-937.649261830760
498,S7-5,-3533.331008125307,-903.069290192818
499,S7-6,-3608.186383150913,-896.220326494754
500,S8-1,-3459.546878799272,-3483.233047203178
501,S8-2,-3415.917638514713,-3480.561975978384
502,S8-3,-3373.788211623455,-3442.986540838284
503,S8-4,-3411.958151829628,-3419.838322907740
504,S8-5,-3455.394559986449,-3405.888472698719
505,S8-6,-3421.315225392502,-3367.539692109519
506,S9-1,-1598.974415054091,-6225.924167236461
507,S9-2,-1700.662717009446,-6209.782713238190
508,S9-3,-1647.109019618063,-6179.746833401205
509,S9-4,-1710.903496377868,-6164.685572798162
510,S9-5,-1588.894798869520,-6168.822329495710
511,S9-6,-1685.073669873819,-6127.894355716800
